Mês,PortoAustraliano,PortoEstrangeiro,País,PassageirosEntrada,FreteEntrada_(toneladas),CorreioEntrada_(toneladas),PassageirosSaída,FreteSaída_(toneladas),CorreioSaída_(toneladas),PassageirosTotal,FreteTotal_(toneladas),CorreioTotal_(toneladas),Ano,NúmeroDoMês,Status
Feb-85,Melbourne,Beijing,China,473,0.539,0.0,501,0.731,0.0,974,1.27,0.0,1985,2,Baixo
Feb-85,Melbourne,Belgrade,Yugoslavia,1137,43.209,0.0,715,1.282,0.134,1852,44.491,0.134,1985,2,Baixo
Feb-85,Melbourne,Bombay,India,246,12.328,0.369,205,1.231,0.339,451,13.559,0.708,1985,2,Baixo
Feb-85,Melbourne,Christchurch,New Zealand,3193,122.1,0.552,3005,92.824,0.944,6198,214.924,1.496,1985,2,Muito alto
Feb-85,Melbourne,Colombo,Sri Lanka,239,0.391,0.0,81,2.748,0.0,320,3.139,0.0,1985,2,Baixo
Feb-85,Melbourne,Denpasar,Indonesia,3066,1.546,0.0,1466,0.25,0.0,4532,1.796,0.0,1985,2,Baixo
Feb-85,Melbourne,Dubai,United Arab Emirates,44,0.0,0.0,41,160.912,0.0,85,160.912,0.0,1985,2,Baixo
Feb-85,Melbourne,Frankfurt,Germany,1343,533.536,4.293,872,174.407,5.035,2215,707.943,9.328,1985,2,Baixo
Feb-85,Melbourne,Hong Kong,Hong Kong,6145,233.389,0.702,3181,403.519,2.093,9326,636.908,2.795,1985,2,Muito alto
Feb-85,Melbourne,Honolulu,USA,1399,5.226,0.0,1146,18.366,0.211,2545,23.592,0.211,1985,2,Baixo
Feb-85,Melbourne,Houston,USA,25,0.0,0.0,0,0.0,0.0,25,0.0,0.0,1985,2,Baixo
Feb-85,Melbourne,Jakarta,Indonesia,152,99.789,0.088,941,168.184,0.331,1093,267.973,0.419,1985,2,Baixo
Feb-85,Melbourne,Kuala Lumpur,Malaysia,2143,90.975,0.609,1799,219.386,0.018,3942,310.361,0.627,1985,2,Baixo
Feb-85,Melbourne,London,UK,2314,127.59,0.354,2259,20.053,17.687,4573,147.643,18.041,1985,2,Baixo
Feb-85,Melbourne,Los Angeles,USA,1731,213.91,0.0,1591,188.553,0.11,3322,402.463,0.11,1985,2,Baixo
Feb-85,Melbourne,Manchester,UK,294,22.891,0.098,368,0.519,0.0,662,23.41,0.098,1985,2,Baixo
Feb-85,Melbourne,Manila,Philippines,1890,100.979,0.0,1411,60.978,0.12,3301,161.957,0.12,1985,2,Baixo
Feb-85,Melbourne,Muscat,Oman,179,0.1,0.0,91,41.6,0.0,270,41.7,0.0,1985,2,Baixo
Feb-85,Melbourne,Nadi,Fiji,1256,17.034,0.103,1014,74.426,1.742,2270,91.46,1.845,1985,2,Baixo
Feb-85,Melbourne,Nauru,Nauru,139,0.173,0.0,53,18.109,0.0,192,18.282,0.0,1985,2,Baixo
Feb-85,Melbourne,New York,USA,61,0.002,0.0,0,0.0,0.0,61,0.002,0.0,1985,2,Baixo
Feb-85,Melbourne,Noumea,New Caledonia,49,1.19,0.0,16,4.435,0.021,65,5.625,0.021,1985,2,Baixo
Feb-85,Melbourne,Papeete,Tahiti,386,0.027,0.0,213,58.758,0.0,599,58.785,0.0,1985,2,Baixo
Feb-85,Melbourne,Port Vila,Vanuatu,109,0.316,0.0,121,1.549,0.0,230,1.865,0.0,1985,2,Baixo
Feb-85,Melbourne,Rome,Italy,1647,49.884,1.191,1118,24.623,1.565,2765,74.507,2.756,1985,2,Baixo
Feb-85,Melbourne,San Francisco,USA,780,69.066,0.0,609,71.498,16.631,1389,140.564,16.631,1985,2,Baixo
Feb-85,Melbourne,Singapore,Singapore,7866,240.667,1.65,5409,936.139,2.847,13275,1176.806,4.497,1985,2,Muito alto
Feb-85,Melbourne,Tokyo,Japan,328,51.146,1.913,184,5.316,1.114,512,56.462,3.027,1985,2,Baixo
Feb-85,Melbourne,Vancouver,Canada,41,0.753,0.0,85,1.943,1.046,126,2.696,1.046,1985,2,Baixo
Feb-85,Melbourne,Wellington,New Zealand,995,58.895,0.673,817,31.039,2.003,1812,89.934,2.676,1985,2,Baixo
Feb-85,Norfolk Island,Auckland,New Zealand,434,5.312,0.434,344,0.128,0.119,778,5.44,0.553,1985,2,Baixo
Feb-85,Perth,Auckland,New Zealand,1865,55.207,0.0,1790,9.805,0.0,3655,65.012,0.0,1985,2,Baixo
Feb-85,Perth,Bahrain,Bahrain,25,0.0,0.0,32,23.912,0.0,57,23.912,0.0,1985,2,Baixo
Feb-85,Perth,Bangkok,Thailand,770,8.388,0.0,529,13.56,0.088,1299,21.948,0.088,1985,2,Baixo
Feb-85,Perth,Bombay,India,647,2.226,0.0,428,0.328,0.168,1075,2.554,0.168,1985,2,Baixo
Feb-85,Perth,Denpasar,Indonesia,2488,1.504,0.0,2564,2.912,0.039,5052,4.416,0.039,1985,2,Muito alto
Feb-85,Perth,Frankfurt,Germany,164,0.022,0.0,163,1.916,0.316,327,1.938,0.316,1985,2,Baixo
Feb-85,Perth,Harare,Zimbabwe,262,0.596,0.0,240,2.047,0.117,502,2.643,0.117,1985,2,Baixo
Feb-85,Perth,Hong Kong,Hong Kong,2228,42.985,0.0,1590,124.373,0.212,3818,167.358,0.212,1985,2,Baixo
Feb-85,Perth,Honolulu,USA,0,0.0,0.0,26,0.0,0.005,26,0.0,0.005,1985,2,Baixo
Feb-85,Perth,Jakarta,Indonesia,654,11.34,0.0,176,66.101,0.0,830,77.441,0.0,1985,2,Baixo
Feb-85,Perth,Johannesburg,South Africa,317,2.961,0.0,355,5.064,0.0,672,8.025,0.0,1985,2,Baixo
Feb-85,Perth,Kuala Lumpur,Malaysia,2039,83.105,0.104,1710,145.332,0.227,3749,228.437,0.331,1985,2,Baixo
Feb-85,Perth,London,UK,2875,9.701,0.519,2028,14.724,3.301,4903,24.425,3.82,1985,2,Baixo
Feb-85,Perth,Mauritius,Mauritius,97,4.665,0.0,94,0.054,0.0,191,4.719,0.0,1985,2,Baixo
Feb-85,Perth,Muscat,Oman,10,0.0,0.0,7,1.3,0.0,17,1.3,0.0,1985,2,Baixo
Feb-85,Perth,Rome,Italy,267,0.911,0.0,131,0.215,0.271,398,1.126,0.271,1985,2,Baixo
Feb-85,Perth,San Francisco,USA,0,0.0,0.0,84,0.204,1.175,84,0.204,1.175,1985,2,Baixo
Feb-85,Perth,Singapore,Singapore,8010,204.261,1.43,5705,677.984,0.651,13715,882.245,2.081,1985,2,Muito alto
Feb-85,Perth,Tokyo,Japan,27,1.698,0.0,11,17.31,0.305,38,19.008,0.305,1985,2,Baixo
Feb-85,Port Hedland,Denpasar,Indonesia,164,0.0,0.0,81,0.0,0.0,245,0.0,0.0,1985,2,Baixo
Feb-85,Sydney,Abu Dhabi,United Arab Emirates,442,0.1,0.0,170,41.2,0.0,612,41.3,0.0,1985,2,Baixo
Feb-85,Sydney,Amsterdam,Netherlands,722,40.903,0.542,530,6.922,1.259,1252,47.825,1.801,1985,2,Baixo
Feb-85,Sydney,Apia,Western Samoa,128,2.78,0.0,137,5.082,0.0,265,7.862,0.0,1985,2,Baixo
Feb-85,Sydney,Athens,Greece,1599,55.618,0.855,1009,7.062,1.289,2608,62.68,2.144,1985,2,Baixo
Feb-85,Sydney,Auckland,New Zealand,21283,1376.587,13.346,22377,830.509,38.425,43660,2207.096,51.771,1985,2,Muito alto
Feb-85,Sydney,Bahrain,Bahrain,144,0.73,0.371,230,10.845,1.502,374,11.575,1.873,1985,2,Baixo
Feb-85,Sydney,Bandar Seri Begawan,Brunei,66,0.0,0.0,0,0.0,0.0,66,0.0,0.0,1985,2,Baixo
Feb-85,Sydney,Bangkok,Thailand,3088,125.351,0.591,3137,82.4,0.83,6225,207.751,1.421,1985,2,Muito alto
Feb-85,Sydney,Beijing,China,1211,18.829,0.123,1277,3.126,0.0,2488,21.955,0.123,1985,2,Baixo
Feb-85,Sydney,Belgrade,Yugoslavia,1187,51.086,0.526,924,3.277,0.169,2111,54.363,0.695,1985,2,Baixo
Feb-85,Sydney,Bombay,India,1353,47.064,0.702,1100,9.314,1.093,2453,56.378,1.795,1985,2,Baixo
Feb-85,Sydney,Christchurch,New Zealand,6356,404.177,1.874,6716,145.383,2.589,13072,549.56,4.463,1985,2,Muito alto
Feb-85,Sydney,Colombo,Sri Lanka,187,0.838,0.0,124,6.369,0.0,311,7.207,0.0,1985,2,Baixo
Feb-85,Sydney,Denpasar,Indonesia,2536,45.121,0.0,1881,1.433,0.04,4417,46.554,0.04,1985,2,Baixo
Feb-85,Sydney,Dubai,United Arab Emirates,99,3.819,0.0,49,32.906,0.0,148,36.725,0.0,1985,2,Baixo
Feb-85,Sydney,Frankfurt,Germany,1318,136.676,4.768,1127,30.589,6.008,2445,167.265,10.776,1985,2,Baixo
Feb-85,Sydney,Guangzhou,China,347,0.529,0.0,407,0.0,0.0,754,0.529,0.0,1985,2,Baixo
Feb-85,Sydney,Harare,Zimbabwe,573,6.963,0.0,474,9.142,0.178,1047,16.105,0.178,1985,2,Baixo
Feb-85,Sydney,Hong Kong,Hong Kong,8484,240.562,1.985,6112,381.108,4.673,14596,621.67,6.658,1985,2,Muito alto
Feb-85,Sydney,Honolulu,USA,4149,85.762,0.0,3558,56.802,0.679,7707,142.564,0.679,1985,2,Muito alto
Feb-85,Sydney,Houston,USA,93,0.0,0.0,0,0.0,0.0,93,0.0,0.0,1985,2,Baixo
Feb-85,Sydney,Jakarta,Indonesia,2424,134.839,1.025,1927,135.661,0.736,4351,270.5,1.761,1985,2,Baixo
Feb-85,Sydney,Johannesburg,South Africa,630,34.302,0.0,695,16.732,0.0,1325,51.034,0.0,1985,2,Baixo
Feb-85,Sydney,Kuala Lumpur,Malaysia,2106,90.868,0.967,2233,219.596,0.666,4339,310.464,1.633,1985,2,Baixo
Feb-85,Sydney,London,UK,4044,418.908,1.614,3583,55.837,21.943,7627,474.745,23.557,1985,2,Muito alto
Feb-85,Sydney,Los Angeles,USA,4798,807.584,0.0,5209,217.713,0.287,10007,1025.297,0.287,1985,2,Muito alto
Feb-85,Sydney,Manchester,UK,341,24.167,0.455,380,0.779,0.238,721,24.946,0.693,1985,2,Baixo
Feb-85,Sydney,Manila,Philippines,2911,250.397,0.123,2178,53.152,1.391,5089,303.549,1.514,1985,2,Muito alto
Feb-85,Sydney,Mauritius,Mauritius,212,4.215,0.0,129,0.625,0.0,341,4.84,0.0,1985,2,Baixo
Feb-85,Sydney,Muscat,Oman,219,1.1,0.0,180,31.1,0.0,399,32.2,0.0,1985,2,Baixo
Feb-85,Sydney,Nadi,Fiji,3993,29.209,0.0,4051,212.225,0.0,8044,241.434,0.0,1985,2,Muito alto
Feb-85,Sydney,Nauru,Nauru,66,0.088,0.0,50,4.117,0.0,116,4.205,0.0,1985,2,Baixo
Feb-85,Sydney,New York,USA,220,5.872,0.0,0,0.0,0.0,220,5.872,0.0,1985,2,Baixo
Feb-85,Sydney,Noumea,New Caledonia,1070,37.187,0.168,1391,126.792,0.403,2461,163.979,0.571,1985,2,Baixo
Feb-85,Sydney,Papeete,Tahiti,1218,7.048,0.197,1407,30.921,0.916,2625,37.969,1.113,1985,2,Baixo
Feb-85,Sydney,Paris,France,283,2.125,0.0,276,48.215,0.0,559,50.34,0.0,1985,2,Baixo
Feb-85,Sydney,Port Moresby,Papua New Guinea,1517,42.438,2.181,1878,87.358,13.684,3395,129.796,15.865,1985,2,Baixo
Feb-85,Sydney,Port Vila,Vanuatu,652,0.871,0.0,688,0.0,0.0,1340,0.871,0.0,1985,2,Baixo
Feb-85,Sydney,Rome,Italy,1466,89.689,2.745,1176,21.638,1.533,2642,111.327,4.278,1985,2,Baixo
Feb-85,Sydney,San Francisco,USA,2575,211.28,0.0,2085,78.624,25.676,4660,289.904,25.676,1985,2,Baixo
Feb-85,Sydney,Singapore,Singapore,12499,331.308,5.713,9035,675.514,5.127,21534,1006.822,10.84,1985,2,Muito alto
Feb-85,Sydney,Tokyo,Japan,5740,353.884,17.644,5797,211.441,5.638,11537,565.325,23.282,1985,2,Muito alto
Feb-85,Sydney,Vancouver,Canada,961,20.097,0.0,981,73.554,1.424,1942,93.651,1.424,1985,2,Baixo
Feb-85,Sydney,Wellington,New Zealand,2845,157.005,3.66,2633,89.816,4.688,5478,246.821,8.348,1985,2,Muito alto
Feb-85,Townsville,Auckland,New Zealand,444,9.122,0.0,425,1.417,0.0,869,10.539,0.0,1985,2,Baixo
Feb-85,Townsville,Bahrain,Bahrain,9,0.0,0.0,1,0.011,0.0,10,0.011,0.0,1985,2,Baixo
Feb-85,Townsville,Bombay,India,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1985,2,Baixo
Feb-85,Townsville,Frankfurt,Germany,0,0.0,0.0,21,0.002,0.0,21,0.002,0.0,1985,2,Baixo
Feb-85,Townsville,London,UK,88,0.001,0.0,88,0.01,0.0,176,0.011,0.0,1985,2,Baixo
Feb-85,Townsville,Rome,Italy,0,0.0,0.0,28,0.0,0.0,28,0.0,0.0,1985,2,Baixo
Feb-85,Townsville,Singapore,Singapore,308,1.162,0.0,261,1.546,0.0,569,2.708,0.0,1985,2,Baixo
Mar-85,Adelaide,Auckland,New Zealand,1598,71.259,0.264,1305,53.699,1.302,2903,124.958,1.566,1985,3,Baixo
Mar-85,Adelaide,Bahrain,Bahrain,8,0.0,0.0,11,0.213,0.0,19,0.213,0.0,1985,3,Baixo
Mar-85,Adelaide,Bombay,India,14,0.0,0.0,2,0.0,0.0,16,0.0,0.0,1985,3,Baixo
Mar-85,Adelaide,Frankfurt,Germany,133,2.847,0.0,192,0.025,0.325,325,2.872,0.325,1985,3,Baixo
Mar-85,Adelaide,London,UK,1416,2.4,0.0,1635,16.889,2.542,3051,19.289,2.542,1985,3,Baixo
Mar-85,Adelaide,Muscat,Oman,13,0.0,0.0,9,0.0,0.0,22,0.0,0.0,1985,3,Baixo
Mar-85,Adelaide,Rome,Italy,55,2.66,0.0,133,0.01,0.0,188,2.67,0.0,1985,3,Baixo
Mar-85,Adelaide,Singapore,Singapore,2051,69.425,0.115,1870,239.441,0.092,3921,308.866,0.207,1985,3,Baixo
Mar-85,Brisbane,Abu Dhabi,United Arab Emirates,0,0.0,0.0,11,4.6,0.0,11,4.6,0.0,1985,3,Baixo
Mar-85,Brisbane,Auckland,New Zealand,5891,278.151,1.542,6120,98.946,3.429,12011,377.097,4.971,1985,3,Muito alto
Mar-85,Brisbane,Bahrain,Bahrain,14,0.0,0.0,11,1.114,0.0,25,1.114,0.0,1985,3,Baixo
Mar-85,Brisbane,Bangkok,Thailand,488,15.968,0.0,710,6.551,0.0,1198,22.519,0.0,1985,3,Baixo
Mar-85,Brisbane,Bombay,India,30,0.0,0.0,40,0.0,0.098,70,0.0,0.098,1985,3,Baixo
Mar-85,Brisbane,Christchurch,New Zealand,2735,198.913,0.359,2121,31.275,0.0,4856,230.188,0.359,1985,3,Baixo
Mar-85,Brisbane,Frankfurt,Germany,77,0.0,0.0,217,0.0,0.782,294,0.0,0.782,1985,3,Baixo
Mar-85,Brisbane,Hong Kong,Hong Kong,1561,8.984,0.0,1391,56.42,0.012,2952,65.404,0.012,1985,3,Baixo
Mar-85,Brisbane,Honiara,Solomon Islands,341,2.311,0.0,330,10.877,0.0,671,13.188,0.0,1985,3,Baixo
Mar-85,Brisbane,Honolulu,USA,193,0.065,0.0,350,7.484,0.0,543,7.549,0.0,1985,3,Baixo
Mar-85,Brisbane,Kuala Lumpur,Malaysia,23,0.1,0.0,18,1.5,0.0,41,1.6,0.0,1985,3,Baixo
Mar-85,Brisbane,London,UK,1418,6.0,0.023,1604,3.492,3.678,3022,9.492,3.701,1985,3,Baixo
Mar-85,Brisbane,Los Angeles,USA,61,7.976,0.0,0,0.0,0.0,61,7.976,0.0,1985,3,Baixo
Mar-85,Brisbane,Manila,Philippines,1252,12.163,0.0,954,23.684,0.178,2206,35.847,0.178,1985,3,Baixo
Mar-85,Brisbane,Muscat,Oman,1,0.0,0.0,0,0.0,0.0,1,0.0,0.0,1985,3,Baixo
Mar-85,Brisbane,Nadi,Fiji,643,4.472,0.0,558,6.078,0.0,1201,10.55,0.0,1985,3,Baixo
Mar-85,Brisbane,Noumea,New Caledonia,117,0.141,0.0,136,3.091,0.0,253,3.232,0.0,1985,3,Baixo
Mar-85,Brisbane,Port Moresby,Papua New Guinea,1411,10.34,0.86,1684,71.681,4.811,3095,82.021,5.671,1985,3,Baixo
Mar-85,Brisbane,Port Vila,Vanuatu,172,0.611,0.0,187,4.266,0.0,359,4.877,0.0,1985,3,Baixo
Mar-85,Brisbane,Rome,Italy,14,0.05,0.0,52,0.12,0.178,66,0.17,0.178,1985,3,Baixo
Mar-85,Brisbane,San Francisco,USA,220,0.031,0.0,406,1.814,1.799,626,1.845,1.799,1985,3,Baixo
Mar-85,Brisbane,Singapore,Singapore,1921,56.311,0.0,1997,161.696,0.26,3918,218.007,0.26,1985,3,Baixo
Mar-85,Brisbane,Suva,Fiji,69,0.613,0.0,62,0.121,0.0,131,0.734,0.0,1985,3,Baixo
Mar-85,Brisbane,Tokyo,Japan,453,9.449,0.0,427,6.525,0.512,880,15.974,0.512,1985,3,Baixo
Mar-85,Brisbane,Vancouver,Canada,101,9.703,0.0,153,3.249,0.48,254,12.952,0.48,1985,3,Baixo
Mar-85,Brisbane,Wellington,New Zealand,647,49.416,0.288,664,17.648,0.564,1311,67.064,0.852,1985,3,Baixo
Mar-85,Cairns,Honolulu,USA,181,0.048,0.0,348,0.487,0.0,529,0.535,0.0,1985,3,Baixo
Mar-85,Cairns,Los Angeles,USA,93,1.736,0.0,0,0.0,0.0,93,1.736,0.0,1985,3,Baixo
Mar-85,Cairns,Port Moresby,Papua New Guinea,591,1.063,0.0,507,21.176,0.0,1098,22.239,0.0,1985,3,Baixo
Mar-85,Cairns,San Francisco,USA,445,0.0,0.0,437,1.024,0.0,882,1.024,0.0,1985,3,Baixo
Mar-85,Cairns,Vancouver,Canada,97,0.203,0.0,91,0.18,0.0,188,0.383,0.0,1985,3,Baixo
Mar-85,Darwin,Auckland,New Zealand,127,9.711,0.0,69,0.806,0.046,196,10.517,0.046,1985,3,Baixo
Mar-85,Darwin,Bahrain,Bahrain,0,0.0,0.0,3,0.0,0.0,3,0.0,0.0,1985,3,Baixo
Mar-85,Darwin,Bandar Seri Begawan,Brunei,209,0.118,0.0,376,3.478,0.0,585,3.596,0.0,1985,3,Baixo
Mar-85,Darwin,Bombay,India,0,0.0,0.0,3,0.0,0.0,3,0.0,0.0,1985,3,Baixo
Mar-85,Darwin,Denpasar,Indonesia,547,1.221,0.0,661,0.0,0.0,1208,1.221,0.0,1985,3,Baixo
Mar-85,Darwin,Frankfurt,Germany,0,0.0,0.0,14,0.0,0.012,14,0.0,0.012,1985,3,Baixo
Mar-85,Darwin,Jakarta,Indonesia,31,0.069,0.0,79,0.011,0.0,110,0.08,0.0,1985,3,Baixo
Mar-85,Darwin,London,UK,102,0.0,0.0,82,0.01,0.068,184,0.01,0.068,1985,3,Baixo
Mar-85,Darwin,Rome,Italy,0,0.0,0.0,34,0.0,0.006,34,0.0,0.006,1985,3,Baixo
Mar-85,Darwin,Singapore,Singapore,443,4.335,0.002,417,0.747,0.04,860,5.082,0.042,1985,3,Baixo
Mar-85,Hobart,Christchurch,New Zealand,938,5.539,0.16,735,0.27,0.019,1673,5.809,0.179,1985,3,Baixo
Mar-85,Melbourne,Abu Dhabi,United Arab Emirates,0,0.2,0.0,0,0.0,0.0,0,0.2,0.0,1985,3,Baixo
Mar-85,Melbourne,Amsterdam,Netherlands,422,32.499,0.397,891,11.734,2.1,1313,44.233,2.497,1985,3,Baixo
Mar-85,Melbourne,Athens,Greece,999,28.371,0.251,1775,3.36,1.903,2774,31.731,2.154,1985,3,Baixo
Mar-85,Melbourne,Auckland,New Zealand,6787,361.55,0.972,6949,266.143,5.909,13736,627.693,6.881,1985,3,Muito alto
Mar-85,Melbourne,Bahrain,Bahrain,35,0.088,0.002,32,17.457,1.23,67,17.545,1.232,1985,3,Baixo
Mar-85,Melbourne,Bandar Seri Begawan,Brunei,24,0.0,0.0,23,13.4,0.0,47,13.4,0.0,1985,3,Baixo
Mar-85,Melbourne,Bangkok,Thailand,1651,115.41,0.001,2438,159.742,0.268,4089,275.152,0.269,1985,3,Baixo
Mar-85,Melbourne,Beijing,China,244,5.379,0.0,191,0.862,0.0,435,6.241,0.0,1985,3,Baixo
Mar-85,Melbourne,Belgrade,Yugoslavia,838,46.46,0.0,1114,1.756,0.207,1952,48.216,0.207,1985,3,Baixo
Mar-85,Melbourne,Bombay,India,206,10.228,0.608,145,1.888,0.43,351,12.116,1.038,1985,3,Baixo
Mar-85,Melbourne,Christchurch,New Zealand,4138,175.514,0.925,4001,107.347,1.525,8139,282.861,2.45,1985,3,Muito alto
Mar-85,Melbourne,Colombo,Sri Lanka,134,0.607,0.0,154,2.232,0.0,288,2.839,0.0,1985,3,Baixo
Mar-85,Melbourne,Denpasar,Indonesia,2827,3.449,0.0,2237,1.044,0.0,5064,4.493,0.0,1985,3,Muito alto
Mar-85,Melbourne,Dubai,United Arab Emirates,30,0.293,0.0,34,254.952,0.0,64,255.245,0.0,1985,3,Baixo
Mar-85,Melbourne,Frankfurt,Germany,932,496.387,5.454,1142,60.011,6.022,2074,556.398,11.476,1985,3,Baixo
Mar-85,Melbourne,Hong Kong,Hong Kong,4950,181.933,0.561,5080,581.961,2.52,10030,763.894,3.081,1985,3,Muito alto
Mar-85,Melbourne,Honolulu,USA,1588,7.939,0.489,1867,23.479,0.243,3455,31.418,0.732,1985,3,Baixo
Mar-85,Melbourne,Houston,USA,15,0.0,0.0,3,0.0,0.0,18,0.0,0.0,1985,3,Baixo
Mar-85,Melbourne,Jakarta,Indonesia,143,96.267,0.176,1333,147.572,0.437,1476,243.839,0.613,1985,3,Baixo
Mar-85,Melbourne,Kuala Lumpur,Malaysia,1813,111.462,0.52,2526,191.287,1.612,4339,302.749,2.132,1985,3,Baixo
Mar-85,Melbourne,London,UK,2328,205.822,0.43,3146,22.306,19.791,5474,228.128,20.221,1985,3,Muito alto
Mar-85,Melbourne,Los Angeles,USA,1166,282.984,0.0,1908,238.075,0.212,3074,521.059,0.212,1985,3,Baixo
Mar-85,Melbourne,Manchester,UK,393,13.512,0.802,443,4.983,0.0,836,18.495,0.802,1985,3,Baixo
Mar-85,Melbourne,Manila,Philippines,1414,91.235,0.0,1625,68.182,0.088,3039,159.417,0.088,1985,3,Baixo
Mar-85,Melbourne,Muscat,Oman,268,0.0,0.0,316,59.6,0.0,584,59.6,0.0,1985,3,Baixo
Mar-85,Melbourne,Nadi,Fiji,1128,13.794,0.084,1169,90.939,1.058,2297,104.733,1.142,1985,3,Baixo
Mar-85,Melbourne,Nauru,Nauru,76,0.261,0.0,65,22.871,0.0,141,23.132,0.0,1985,3,Baixo
Mar-85,Melbourne,Papeete,Tahiti,220,0.0,0.0,243,51.495,0.0,463,51.495,0.0,1985,3,Baixo
Mar-85,Melbourne,Port Vila,Vanuatu,35,0.008,0.0,11,0.235,0.0,46,0.243,0.0,1985,3,Baixo
Mar-85,Melbourne,Rome,Italy,776,59.553,2.184,1550,27.152,2.55,2326,86.705,4.734,1985,3,Baixo
Mar-85,Melbourne,San Francisco,USA,819,71.355,1.236,1023,110.437,19.103,1842,181.792,20.339,1985,3,Baixo
Mar-85,Melbourne,Singapore,Singapore,5706,257.063,1.935,7538,837.291,3.043,13244,1094.354,4.978,1985,3,Muito alto
Mar-85,Melbourne,Tokyo,Japan,311,45.87,2.657,391,28.391,1.767,702,74.261,4.424,1985,3,Baixo
Mar-85,Melbourne,Vancouver,Canada,79,0.0,0.0,103,3.337,1.511,182,3.337,1.511,1985,3,Baixo
Mar-85,Melbourne,Wellington,New Zealand,1169,47.184,0.91,993,34.279,2.151,2162,81.463,3.061,1985,3,Baixo
Mar-85,Norfolk Island,Auckland,New Zealand,649,11.026,0.761,601,0.823,0.264,1250,11.849,1.025,1985,3,Baixo
Mar-85,Perth,Auckland,New Zealand,2372,94.557,0.0,1932,3.855,0.0,4304,98.412,0.0,1985,3,Baixo
Mar-85,Perth,Bahrain,Bahrain,29,0.0,0.0,48,21.155,0.0,77,21.155,0.0,1985,3,Baixo
Mar-85,Perth,Bangkok,Thailand,668,19.536,0.0,888,22.973,0.12,1556,42.509,0.12,1985,3,Baixo
Mar-85,Perth,Bombay,India,435,2.39,0.0,644,3.486,0.185,1079,5.876,0.185,1985,3,Baixo
Mar-85,Perth,Denpasar,Indonesia,2830,1.614,0.0,3074,34.966,0.063,5904,36.58,0.063,1985,3,Muito alto
Mar-85,Perth,Frankfurt,Germany,168,2.882,0.0,199,0.782,0.354,367,3.664,0.354,1985,3,Baixo
Mar-85,Perth,Harare,Zimbabwe,333,0.625,0.0,269,2.058,0.097,602,2.683,0.097,1985,3,Baixo
Mar-85,Perth,Hong Kong,Hong Kong,1875,29.782,0.0,2166,214.472,0.2,4041,244.254,0.2,1985,3,Baixo
Mar-85,Perth,Honolulu,USA,4,0.0,0.0,47,0.006,0.001,51,0.006,0.001,1985,3,Baixo
Mar-85,Perth,Jakarta,Indonesia,573,17.639,0.0,431,105.091,0.0,1004,122.73,0.0,1985,3,Baixo
Mar-85,Perth,Johannesburg,South Africa,348,6.525,0.0,359,8.796,0.0,707,15.321,0.0,1985,3,Baixo
Mar-85,Perth,Kuala Lumpur,Malaysia,1627,109.774,0.124,2150,188.722,0.231,3777,298.496,0.355,1985,3,Baixo
Mar-85,Perth,London,UK,2682,5.216,0.14,2673,7.324,4.022,5355,12.54,4.162,1985,3,Muito alto
Mar-85,Perth,Mauritius,Mauritius,76,0.734,0.0,99,0.002,0.0,175,0.736,0.0,1985,3,Baixo
Mar-85,Perth,Muscat,Oman,7,0.3,0.0,6,0.1,0.0,13,0.4,0.0,1985,3,Baixo
Mar-85,Perth,Rome,Italy,128,0.16,0.023,214,1.216,0.44,342,1.376,0.463,1985,3,Baixo
Mar-85,Perth,San Francisco,USA,0,0.0,0.0,139,1.565,1.216,139,1.565,1.216,1985,3,Baixo
Mar-85,Perth,Singapore,Singapore,5490,197.113,1.842,6583,798.268,0.649,12073,995.381,2.491,1985,3,Muito alto
Mar-85,Perth,Tokyo,Japan,48,1.193,0.0,11,21.823,0.171,59,23.016,0.171,1985,3,Baixo
Mar-85,Port Hedland,Denpasar,Indonesia,111,0.002,0.0,137,0.0,0.0,248,0.002,0.0,1985,3,Baixo
Mar-85,Sydney,Abu Dhabi,United Arab Emirates,385,0.1,0.0,157,59.1,0.0,542,59.2,0.0,1985,3,Baixo
Mar-85,Sydney,Amsterdam,Netherlands,528,66.312,0.65,849,2.122,1.184,1377,68.434,1.834,1985,3,Baixo
Mar-85,Sydney,Apia,Western Samoa,0,0.0,0.0,93,2.418,0.0,93,2.418,0.0,1985,3,Baixo
Mar-85,Sydney,Athens,Greece,1049,46.872,1.057,2007,8.714,1.824,3056,55.586,2.881,1985,3,Baixo
Mar-85,Sydney,Auckland,New Zealand,27307,1534.991,15.829,26871,1012.709,44.848,54178,2547.7,60.677,1985,3,Muito alto
Mar-85,Sydney,Bahrain,Bahrain,139,0.707,0.466,201,21.688,1.574,340,22.395,2.04,1985,3,Baixo
Mar-85,Sydney,Bandar Seri Begawan,Brunei,19,0.0,0.0,38,70.5,0.0,57,70.5,0.0,1985,3,Baixo
Mar-85,Sydney,Bangkok,Thailand,2748,165.6,0.793,3414,116.094,0.945,6162,281.694,1.738,1985,3,Muito alto
Mar-85,Sydney,Beijing,China,624,30.712,0.129,422,4.235,0.005,1046,34.947,0.134,1985,3,Baixo
Mar-85,Sydney,Belgrade,Yugoslavia,927,60.374,0.638,1429,3.863,0.191,2356,64.237,0.829,1985,3,Baixo
